"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-UK","UPDATE-UK","CURRENT-Trustwords","UPDATE-Trustwords","CURRENT-English Fluency","UPDATE-English Fluency","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1I4ATPNZBOA16","https://master-requester.mturk.com/workers/A1I4ATPNZBOA16","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1I8EWT2DMNAKU","https://master-requester.mturk.com/workers/A1I8EWT2DMNAKU","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1ICXLX9EC5KMV","https://master-requester.mturk.com/workers/A1ICXLX9EC5KMV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1ID7XWQ45XJCW","https://master-requester.mturk.com/workers/A1ID7XWQ45XJCW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1IER2TH8XZGA4","https://master-requester.mturk.com/workers/A1IER2TH8XZGA4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1IVRODRZ7H3YZ","https://master-requester.mturk.com/workers/A1IVRODRZ7H3YZ","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1IXVPKQT4DXTG","https://master-requester.mturk.com/workers/A1IXVPKQT4DXTG","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1IYHQPPOACU83","https://master-requester.mturk.com/workers/A1IYHQPPOACU83","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1IZTD6S7PGRR4","https://master-requester.mturk.com/workers/A1IZTD6S7PGRR4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1J2SF4IQEQ5OP","https://master-requester.mturk.com/workers/A1J2SF4IQEQ5OP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1J9IYN46FX00O","https://master-requester.mturk.com/workers/A1J9IYN46FX00O","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1JEKYQA0F1KUL","https://master-requester.mturk.com/workers/A1JEKYQA0F1KUL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1JHK99KCN0O1A","https://master-requester.mturk.com/workers/A1JHK99KCN0O1A","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1JIIKZ0LB73GZ","https://master-requester.mturk.com/workers/A1JIIKZ0LB73GZ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1JLYY0DZHDAGR","https://master-requester.mturk.com/workers/A1JLYY0DZHDAGR","1","0","0.00%","1","0","0.00%","1","0","0.00%","","","","","","","Never Blocked","",""
"A1JPUM7KH3020K","https://master-requester.mturk.com/workers/A1JPUM7KH3020K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1JWAXC0IIDH57","https://master-requester.mturk.com/workers/A1JWAXC0IIDH57","3","3","100.00%","3","3","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1K273J5ZRTU1F","https://master-requester.mturk.com/workers/A1K273J5ZRTU1F","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A1K5ILJMG439M5","https://master-requester.mturk.com/workers/A1K5ILJMG439M5","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1K7CG8D2UBNVU","https://master-requester.mturk.com/workers/A1K7CG8D2UBNVU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1KCKKMDKHADNC","https://master-requester.mturk.com/workers/A1KCKKMDKHADNC","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1KEM2M1XFP594","https://master-requester.mturk.com/workers/A1KEM2M1XFP594","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1KF17L7WOQFN0","https://master-requester.mturk.com/workers/A1KF17L7WOQFN0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1KFTYQM1YKVOC","https://master-requester.mturk.com/workers/A1KFTYQM1YKVOC","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1KHRQ121JTDF6","https://master-requester.mturk.com/workers/A1KHRQ121JTDF6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1KJWOIPHVUI4P","https://master-requester.mturk.com/workers/A1KJWOIPHVUI4P","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1KLM658JA6W3V","https://master-requester.mturk.com/workers/A1KLM658JA6W3V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1KODTQPO671L5","https://master-requester.mturk.com/workers/A1KODTQPO671L5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1KVRG0YL8CSC3","https://master-requester.mturk.com/workers/A1KVRG0YL8CSC3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1KWC8TW8ANBQ8","https://master-requester.mturk.com/workers/A1KWC8TW8ANBQ8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1L2N1X8U8Z3W7","https://master-requester.mturk.com/workers/A1L2N1X8U8Z3W7","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1L4WK9O5ALR0L","https://master-requester.mturk.com/workers/A1L4WK9O5ALR0L","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1L5H5KX16J1LS","https://master-requester.mturk.com/workers/A1L5H5KX16J1LS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1L7LG2IF0UBT8","https://master-requester.mturk.com/workers/A1L7LG2IF0UBT8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1LD9QEWB044QQ","https://master-requester.mturk.com/workers/A1LD9QEWB044QQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1LR0VQIHQUJAM","https://master-requester.mturk.com/workers/A1LR0VQIHQUJAM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1M3HU7RRX0BXZ","https://master-requester.mturk.com/workers/A1M3HU7RRX0BXZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1M3VJEHKWDP8I","https://master-requester.mturk.com/workers/A1M3VJEHKWDP8I","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1M5BJTQIXCM33","https://master-requester.mturk.com/workers/A1M5BJTQIXCM33","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1M8NRHSH58X25","https://master-requester.mturk.com/workers/A1M8NRHSH58X25","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1MADOUB1BA0A5","https://master-requester.mturk.com/workers/A1MADOUB1BA0A5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1MBRO50WVOCJD","https://master-requester.mturk.com/workers/A1MBRO50WVOCJD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1MDM1J3WVJBHS","https://master-requester.mturk.com/workers/A1MDM1J3WVJBHS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1MIB492BU9KIQ","https://master-requester.mturk.com/workers/A1MIB492BU9KIQ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1MP4V8PQ1FFOE","https://master-requester.mturk.com/workers/A1MP4V8PQ1FFOE","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1MTQP7TA5RCOB","https://master-requester.mturk.com/workers/A1MTQP7TA5RCOB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1N18MITH00IW7","https://master-requester.mturk.com/workers/A1N18MITH00IW7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1NG20VQIHT12J","https://master-requester.mturk.com/workers/A1NG20VQIHT12J","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1NRPJ2F7LYLFJ","https://master-requester.mturk.com/workers/A1NRPJ2F7LYLFJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1NUPA47XSWOUI","https://master-requester.mturk.com/workers/A1NUPA47XSWOUI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1NVQWRO6FJDBI","https://master-requester.mturk.com/workers/A1NVQWRO6FJDBI","3","3","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1NZ7BI4ZK6AAM","https://master-requester.mturk.com/workers/A1NZ7BI4ZK6AAM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1O4W7F05T6HY0","https://master-requester.mturk.com/workers/A1O4W7F05T6HY0","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1O7NHQ5GTT78D","https://master-requester.mturk.com/workers/A1O7NHQ5GTT78D","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A1OBRTA28SQTWT","https://master-requester.mturk.com/workers/A1OBRTA28SQTWT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OKB37HUEJVHT","https://master-requester.mturk.com/workers/A1OKB37HUEJVHT","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1OR82RF1ZFWP","https://master-requester.mturk.com/workers/A1OR82RF1ZFWP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1ORFN88IZC299","https://master-requester.mturk.com/workers/A1ORFN88IZC299","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OSBPDYPJU3BX","https://master-requester.mturk.com/workers/A1OSBPDYPJU3BX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OSESE6RG3NFB","https://master-requester.mturk.com/workers/A1OSESE6RG3NFB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OSRB1Q63XXWZ","https://master-requester.mturk.com/workers/A1OSRB1Q63XXWZ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A1OSWY0W5KN3QM","https://master-requester.mturk.com/workers/A1OSWY0W5KN3QM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OU2BJQCQYADY","https://master-requester.mturk.com/workers/A1OU2BJQCQYADY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OU8F92A7M3MR","https://master-requester.mturk.com/workers/A1OU8F92A7M3MR","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1OY5QALCRY3Z4","https://master-requester.mturk.com/workers/A1OY5QALCRY3Z4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1OZPLHNIU1519","https://master-requester.mturk.com/workers/A1OZPLHNIU1519","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1P0XSCJ9XAV74","https://master-requester.mturk.com/workers/A1P0XSCJ9XAV74","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1P14RA5FX3HPD","https://master-requester.mturk.com/workers/A1P14RA5FX3HPD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1P7SR0R2B60C7","https://master-requester.mturk.com/workers/A1P7SR0R2B60C7","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1P8DMA2YPRARI","https://master-requester.mturk.com/workers/A1P8DMA2YPRARI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1PBRKFHSF1OF8","https://master-requester.mturk.com/workers/A1PBRKFHSF1OF8","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1PKCBFB4QY19G","https://master-requester.mturk.com/workers/A1PKCBFB4QY19G","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1PP1FS377QA79","https://master-requester.mturk.com/workers/A1PP1FS377QA79","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1PQVZO4R1AEV7","https://master-requester.mturk.com/workers/A1PQVZO4R1AEV7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1PUIGT83JOHH6","https://master-requester.mturk.com/workers/A1PUIGT83JOHH6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1Q750ZJ5SMP6Z","https://master-requester.mturk.com/workers/A1Q750ZJ5SMP6Z","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1Q995BGGPBDMB","https://master-requester.mturk.com/workers/A1Q995BGGPBDMB","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1QEQ64E22TNUZ","https://master-requester.mturk.com/workers/A1QEQ64E22TNUZ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1QG4PDQQ6N3CM","https://master-requester.mturk.com/workers/A1QG4PDQQ6N3CM","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1QLXSYFXBYUZV","https://master-requester.mturk.com/workers/A1QLXSYFXBYUZV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A1QNG53FHDMNMV","https://master-requester.mturk.com/workers/A1QNG53FHDMNMV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1R4DY9JOJ2UKZ","https://master-requester.mturk.com/workers/A1R4DY9JOJ2UKZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1R7TK9LKSM72O","https://master-requester.mturk.com/workers/A1R7TK9LKSM72O","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1R9BZPDJZGMLU","https://master-requester.mturk.com/workers/A1R9BZPDJZGMLU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1RFZDD1LMS3IQ","https://master-requester.mturk.com/workers/A1RFZDD1LMS3IQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1RKHN69EI6ZPK","https://master-requester.mturk.com/workers/A1RKHN69EI6ZPK","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1RL6LTB8DSNVE","https://master-requester.mturk.com/workers/A1RL6LTB8DSNVE","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A1RNQ5X21BF816","https://master-requester.mturk.com/workers/A1RNQ5X21BF816","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1RZL0QPWH1G5U","https://master-requester.mturk.com/workers/A1RZL0QPWH1G5U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1S4ZKBLGPXYU5","https://master-requester.mturk.com/workers/A1S4ZKBLGPXYU5","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1S5SPI4NQPGSI","https://master-requester.mturk.com/workers/A1S5SPI4NQPGSI","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1SBGEAFIYKXEI","https://master-requester.mturk.com/workers/A1SBGEAFIYKXEI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1SFBJ5WW2OZTI","https://master-requester.mturk.com/workers/A1SFBJ5WW2OZTI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1SISA8WAJTX2A","https://master-requester.mturk.com/workers/A1SISA8WAJTX2A","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1SIUJEL2LS8UO","https://master-requester.mturk.com/workers/A1SIUJEL2LS8UO","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1SMDPR4UR9D37","https://master-requester.mturk.com/workers/A1SMDPR4UR9D37","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1SMT4I1ESNON1","https://master-requester.mturk.com/workers/A1SMT4I1ESNON1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1SN21FSJN22AR","https://master-requester.mturk.com/workers/A1SN21FSJN22AR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1SX8IVV82M0LW","https://master-requester.mturk.com/workers/A1SX8IVV82M0LW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1T0ND039EWAVV","https://master-requester.mturk.com/workers/A1T0ND039EWAVV","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1T3ROSW2LC4FG","https://master-requester.mturk.com/workers/A1T3ROSW2LC4FG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1T4HSFG9NPJ23","https://master-requester.mturk.com/workers/A1T4HSFG9NPJ23","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A1T643M1P572AA","https://master-requester.mturk.com/workers/A1T643M1P572AA","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A1TE56Q78A9W02","https://master-requester.mturk.com/workers/A1TE56Q78A9W02","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A1TGBCLWRWTR92","https://master-requester.mturk.com/workers/A1TGBCLWRWTR92","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A1THSBWV04YAIK","https://master-requester.mturk.com/workers/A1THSBWV04YAIK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A1TOMHHU28SIK4","https://master-requester.mturk.com/workers/A1TOMHHU28SIK4","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A1TUP3RHNKYKCT","https://master-requester.mturk.com/workers/A1TUP3RHNKYKCT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
